user_id,top10_recommendations,groundtruth
3341,"[593, 318, 1196, 260, 2571, 527, 1136, 2762, 1240, 1197]","[1358, 2186, 493, 260, 3108, 3539, 3006, 1179, 1092, 3755, 1729, 1517]"
1291,"[296, 858, 1079, 260, 1196, 1265, 1097, 2918, 1208, 1197]","[778, 260, 1354, 1836, 1097, 506, 1380, 539, 1946, 1957, 1271, 265, 1089, 1079, 3317, 1333, 155, 3359, 1611, 3671, 1208, 2076]"
3157,"[1270, 1197, 1291, 2000, 2918, 1097, 1136, 1610, 318, 1265]","[1961, 1222, 514, 610, 3671, 1220, 2476, 3863, 3102, 1028, 3793, 671, 3868, 1097, 1573]"
5234,"[1136, 1394, 593, 1198, 1079, 750, 50, 1270, 318, 1307]","[1095, 1230, 1089, 3361, 1785, 532, 2144, 39, 955, 475, 2502, 3072, 3788, 2804, 1965, 3836, 3362, 1097, 1895, 1261, 300, 1132]"
881,"[1198, 589, 593, 1036, 1291, 2028, 1, 2918, 480, 2000]","[3365, 1441, 1268, 3671, 1254, 449, 3809, 2365, 1278, 1391, 3697, 3702, 2918, 589, 1093, 1271, 1276, 543, 2302, 2797, 1370, 1711, 1965, 3508, 1375, 2287, 3253, 337, 2686, 2105, 593, 1288, 2712, 429, 2579, 2387, 2792, 3081]"
3626,"[260, 1240, 589, 1610, 480, 1197, 1097, 2194, 1265, 2797]","[141, 1866, 1610, 3254, 1997, 1663, 2050, 3062, 1380, 3766, 3255, 2161, 1992, 2095, 1513, 709, 3082, 2541, 1246, 2002, 44, 3431, 3688, 1644, 1544, 260, 3098, 2409, 3087, 2476, 3361, 253, 480, 2089, 344, 317, 908, 2793, 3591, 647, 2080, 1552, 1358, 1466, 3623, 1333, 329, 3897, 2717, 2791, 1405, 590, 858, 2371, 3527, 2990, 3107, 1240, 2294, 1097, 2710, 2344, 1033, 3671, 610, 589, 1193, 2699, 673, 3301, 1500]"
3841,"[858, 1196, 1221, 3471, 541, 296, 2194, 1097, 1247, 1270]","[1288, 3737, 2453, 950, 2533, 3219, 2395, 3769, 1126, 2947, 1093, 1913, 3122, 1221, 3671, 450, 2804, 1212, 2097, 296, 435, 2863, 905, 1952, 3196, 1210, 3692, 1092, 1207, 2513, 1932, 3703, 3552, 3093, 3431, 451, 2240, 541, 2746, 1464, 1961, 2362, 1689, 647, 1090, 282, 380, 3173, 2971, 3152, 1358, 1747, 674, 786, 2606, 3363, 1610, 1690, 2361, 1179, 1247, 3676, 3551, 858, 869, 1940, 2896, 960, 2028, 431, 943]"
3526,"[1198, 260, 1036, 1240, 1197, 2918, 1265, 593, 356, 318]","[3697, 2759, 1285, 3102, 3688, 3536, 2502, 2857, 1215, 1240, 1047, 1036, 3836, 3551, 678, 2278, 921, 3706, 3671, 338, 318, 707, 410, 1135, 164, 829, 2997, 1866, 368, 2134, 3549, 1197, 2003, 908, 1238, 1777, 2406, 490, 1288, 2012, 1250, 50, 3328, 2001, 580, 349, 3793, 1690]"
4567,"[296, 1196, 260, 1136, 1197, 50, 1198, 593, 318, 1265]","[3052, 1212, 1175, 1356, 2600, 2859, 1289, 318, 50, 3033, 1265]"
2008,"[296, 260, 1196, 1208, 1288, 1265, 923, 1079, 1197, 1270]","[2804, 1968, 1208, 1288, 2028, 296, 3535, 1207, 2973, 1047, 1171, 2395, 3328, 3362, 3785, 1080, 1304, 1265, 1883, 2194]"
2011,"[1196, 260, 1307, 1240, 1210, 2028, 1097, 589, 2762, 296]","[3247, 21, 3163, 1564, 3916, 3095, 3157, 1307, 3483, 2762, 3114, 2012, 2141, 500, 1610, 2759, 317, 11, 150]"
3499,"[260, 1240, 589, 593, 1136, 318, 2797, 2762, 858, 1387]","[1231, 2797, 198, 3680, 714, 2990, 1573, 3552, 3142, 1261, 551, 3398, 480, 2117, 3087, 1732, 2311, 1649, 2912, 1523, 589, 123, 1240, 2470, 1500, 1729, 3527, 2502, 2401, 3007, 2476, 3256]"
5497,"[1198, 1196, 1270, 1291, 589, 1136, 1387, 1097, 593, 318]","[356, 1198, 1196, 1285, 2791, 3671, 2924, 2278, 3175, 1517, 21, 589, 2396, 3267, 3639, 3543, 1079, 3421, 1297, 3418, 1387, 1270, 2628, 1573, 3424]"
4175,"[1270, 1307, 1663, 1968, 1197, 1394, 2174, 3552, 1198, 1136]","[3087, 2372, 1257, 3552, 1288, 3040, 3608, 3836, 1270, 1135, 3442]"
4957,"[260, 1270, 1136, 2571, 1240, 2028, 1307, 589, 2797, 1079]","[2968, 902, 923, 2797, 1957, 1834, 1208, 1221, 529, 562, 1080, 1270, 2747, 1392, 3608, 590, 2804, 1293, 2333, 1136, 1247, 1307, 300, 260]"
5428,"[318, 593, 1198, 1196, 1265, 260, 1270, 50, 1036, 1307]","[3499, 1835, 1816, 1056, 1888, 2002, 2501, 273, 3450, 46, 589, 2335, 593, 1725, 1589, 3408, 628, 318, 1968, 1240, 1573, 2194, 1527, 3044, 3755, 1265, 920, 1043]"
793,"[1198, 318, 1097, 1270, 527, 1240, 1210, 858, 2028, 1197]","[1193, 858, 2080, 1704, 610, 1097, 356, 2857, 3100, 318, 1694]"
5501,"[260, 1196, 1198, 1270, 1136, 2918, 593, 296, 1394, 858]","[3072, 1270, 32, 1391, 1250, 1356, 590, 1175, 2492, 1136, 2295, 1297, 1960, 3608, 3108, 921, 2997, 1263, 1222, 2302, 1220, 1196, 562, 2355, 3361, 1092, 2918, 1301, 991, 1288, 2908, 2000, 1094, 2390, 2686, 2670, 2301, 1394]"
678,"[1197, 2571, 1240, 593, 1265, 1291, 296, 589, 1394, 1220]","[2125, 3006, 141, 1682, 10, 3214, 1513, 2908, 317, 3052, 480, 2900, 366, 589, 3210, 2054, 2581, 2004, 2390, 1573, 542, 2302, 1221, 2968, 1547, 914, 2393, 585, 1031, 1588, 1240, 44, 1023, 2255, 1876, 3491, 477, 1970, 1984, 3716, 3358, 500, 193, 1012, 3512, 3363, 1831, 1713, 3528, 3834, 2424, 3219, 3950, 3555, 3527, 2530, 3868, 1015, 3301, 2414, 1722, 1612, 1376, 1291, 628, 1552, 3712, 1370, 2571, 342, 2115, 3649, 324, 2803, 3751]"
2504,"[1240, 1036, 589, 858, 318, 1270, 1387, 1197, 1291, 541]","[3185, 3256, 2531, 1291, 3113, 1094, 3671, 923, 2231, 1370, 2278, 32, 3204, 2809, 379, 543, 2110, 1610, 2792, 3535, 541, 589, 858, 2402, 3253, 3254, 861, 610, 3638, 10, 3]"
3321,"[260, 1198, 2918, 1136, 1036, 3421, 1307, 1394, 2797, 1079]","[3471, 2797, 2791, 2064, 2463, 2804, 2866, 3703, 3448, 1207, 1953, 3169, 3098]"
3154,"[1198, 318, 2571, 1197, 1270, 1240, 1097, 1265, 1036, 1136]","[1372, 1747, 3751, 1223, 1526, 3159, 2539, 1148, 720, 1960, 1671, 1092, 1333, 1183, 30]"
5614,"[260, 1240, 2571, 858, 1097, 3471, 2028, 2762, 1291, 1220]","[2976, 1093, 253, 1291, 1711, 1370, 1729, 1295, 3019, 529, 150, 3362, 1704, 1663, 2391, 1747, 1240, 2145, 2513, 2496, 1831, 2531, 280, 3703, 852, 39, 1682, 1037, 3317, 2571, 708, 3253, 1103, 671, 3418, 2762, 1377, 1206, 3471, 1885, 3259, 380, 858, 3498, 2735, 562, 1953, 155, 2352, 141, 1230, 180, 25, 327, 3445, 3358, 3186, 1220, 2351, 3355, 1187, 2297, 173, 2968, 2532, 260, 172, 1653, 357, 1211]"
202,"[1198, 1196, 1270, 318, 2918, 1197, 1240, 2028, 2762, 527]","[1370, 508, 1049, 2006, 3418, 1732, 2355, 1196, 3256, 2710, 2269, 1226, 2028, 1129, 2447, 3082, 3301, 3081, 3273, 2026, 3360, 2391, 2012, 1270, 25, 186, 2947, 3526, 590, 1866, 3274, 3825, 1198, 3421, 349, 2474, 1517]"
3683,"[260, 1136, 318, 1197, 1270, 1240, 1079, 541, 2571, 1097]","[260, 3267, 348, 1206, 908, 216, 1673, 1178, 3129, 778, 1262, 2791, 1, 1247, 1923, 2391, 1573, 1089, 162, 1097, 3424, 3788, 1228, 2947, 1036, 1358, 2022, 2019, 2857, 541, 1938, 308, 318]"
5156,"[1196, 1240, 1270, 296, 593, 1136, 1097, 2571, 1265, 1079]","[1183, 1285, 2353, 3735, 3910, 1196, 3108, 1247, 296, 2571, 2329, 1193, 1079, 3552, 480, 2710, 3732, 574, 527, 2942, 1089, 3420, 2959, 3101, 1097, 1265, 1270, 1095, 2028, 2908, 1240, 32, 3763]"
3910,"[260, 1198, 1196, 1270, 2571, 593, 1097, 1210, 1036, 296]","[1223, 260, 1947, 3334, 1090, 3020, 3811, 2140, 2571, 2401, 1959, 2000, 1270, 2949, 1204, 923]"
1151,"[1196, 2571, 593, 1265, 2918, 2028, 1136, 1291, 50, 2762]","[2028, 2064, 2571, 493, 543, 2000, 1222, 1196, 3255, 123, 2248, 1129, 3893, 3081, 3176, 1297, 507, 1291, 1517, 3044, 2012, 3755, 1265, 1370, 349, 541, 3358, 1459]"
3988,"[2918, 1270, 1307, 318, 1198, 356, 1, 2797, 260, 1968]","[2312, 1172, 1777, 356, 333, 1249, 232, 2502, 441, 3591, 2539, 2390, 2567, 1641, 3477, 1711, 551]"
2928,"[296, 1240, 1097, 1079, 1221, 1265, 527, 1288, 1210, 1036]","[3153, 2124, 1940, 3544, 1641, 2971, 1228, 2064, 1945, 2857, 589, 914, 3396, 3704, 908, 2291, 3703, 3527, 1215, 1288, 2243, 1276, 2019, 99, 1188, 562, 527, 1285, 1221, 553, 32, 1649]"
2968,"[1198, 1270, 356, 2571, 1196, 2918, 318, 260, 2000, 1291]","[318, 380, 2424, 2797, 10, 2291, 32, 1466, 2739, 1196, 1923, 1270, 2151, 2396, 2144, 529]"
131,"[296, 318, 260, 1198, 527, 2997, 1247, 750, 1394, 1208]","[1204, 235, 162, 750, 3359, 1310, 176, 645, 2395, 668, 3819, 1358, 318, 2064, 159, 2243, 2697, 924, 1186, 649, 1673, 3211, 1794, 247, 1198, 556, 306, 1249]"
4510,"[1198, 1270, 1136, 858, 1240, 1197, 1387, 1, 593, 1036]","[1276, 546, 3418, 1610, 2746, 3801, 3095, 1036, 1033, 1198, 593, 3754, 1394, 1376, 2391, 3362, 3054, 1971, 21, 1301, 969, 2761, 1387, 1240, 1250, 3400, 1270, 3508, 1291, 1970, 1103, 3114, 2804, 858, 1090, 3468, 1]"
2368,"[593, 296, 1704, 858, 1307, 1393, 1097, 590, 1208, 1198]","[2875, 2415, 3813, 3135, 1393, 1704, 105, 1633, 2906, 300, 3496, 147, 1594, 2969, 17, 1094, 3789, 2248, 280]"
3315,"[260, 318, 2028, 1270, 1210, 1291, 1265, 50, 1610, 1097]","[39, 2861, 1265, 1722, 3361, 555, 3256, 344, 1270, 2502, 3120, 999, 541, 861, 1285]"
1390,"[1198, 1196, 260, 1270, 318, 2571, 2000, 2918, 1210, 1097]","[3169, 3916, 802, 11, 3363, 1230, 1270, 1304, 2391, 3087, 266, 357, 1953, 1198, 317, 2150, 2000, 1193, 1387, 1959, 2236, 318, 381, 2492, 3623, 2376, 3176, 2248, 3249, 1136, 2984, 3082, 1370, 434]"
5136,"[260, 318, 1240, 296, 1197, 593, 1036, 1097, 2028, 2762]","[1240, 2889, 1466, 1404, 3060, 1047, 2875, 991, 2174, 1183, 3259, 1036, 2023, 198, 318, 1197, 1097, 2231]"
5103,"[2571, 260, 1210, 1270, 1291, 2028, 1097, 3527, 2762, 1]","[1356, 1222, 1293, 2990, 2406, 1089, 1301, 318, 1249, 260, 482, 1291, 1591, 517, 1049, 485, 296, 3527, 2028, 1090, 1729, 653, 610, 2376, 1995, 3618, 2571, 2403, 1466, 1556, 1372, 1393, 434, 1210, 3763]"
5111,"[296, 527, 1136, 858, 1097, 1198, 1394, 1079, 1196, 2918]","[235, 2355, 1084, 621, 1703, 1953, 2080, 2070, 3471, 348, 1958, 1321, 3608, 2396, 3500, 3075, 3684, 1172, 1684, 351, 2657, 3362, 1960, 2739, 1231, 273, 2920, 2731, 3466, 1237, 1271, 1621, 1461, 2186, 1041, 3788, 3499, 159, 2268, 543, 631, 25, 1701, 1249, 218, 1064, 1057, 2099, 1120, 3067, 1198, 1185, 955, 1673, 1883, 2068, 1136, 2866, 1406, 388]"
2393,"[1196, 858, 1136, 1240, 1270, 296, 318, 1208, 527, 1097]","[1304, 923, 1206, 318, 908, 3174, 2023, 3447, 1387, 1270, 1196, 1278, 1303, 1258, 1204]"
4217,"[1036, 593, 1210, 1270, 1291, 1, 480, 1265, 2918, 527]","[1732, 524, 852, 3052, 590, 2501, 1049, 2359, 1, 1210, 2792, 223, 3005, 3267, 2861, 1777, 157, 593, 1722, 3703, 1208, 3421, 1573, 1090, 1485, 253, 2722, 2329, 1459, 529, 1968, 2058, 3006, 1270, 337, 292, 508, 1092, 1207, 3108, 1370, 1835, 2791, 368, 3259, 480, 527, 2302, 1921, 2598, 1747, 159, 3100, 1704, 597, 2447, 3247]"
4596,"[1196, 260, 1307, 2797, 1240, 1036, 593, 1136, 2571, 1079]","[1186, 1290, 2003, 2186, 2161, 2105, 2963, 1240, 2141, 1246, 1196, 2005, 1228]"
4750,"[1307, 260, 1197, 318, 1968, 1240, 296, 1136, 2571, 2028]","[1968, 1517, 1487, 1297, 296, 50, 1258, 589, 223, 3526, 3100, 1197, 2746, 2142, 543, 2028, 3360, 2048, 553, 2291, 141, 1090, 2003, 2348, 2294]"
2996,"[1210, 356, 1097, 318, 2918, 1265, 296, 380, 2797, 1387]","[597, 2105, 2115, 17, 1210, 1020, 2335, 2961, 1091, 2959, 2889, 1441, 434, 1100, 1485, 366, 2005, 3253, 2302, 3243, 3489, 2470, 2797, 19, 1387, 3087, 3208, 2082]"
2105,"[1196, 318, 1136, 50, 2918, 527, 1265, 589, 1307, 1208]","[318, 1633, 1594, 441, 1673, 1965, 924, 223, 1393, 246, 3361, 1136, 527, 2672, 2384, 1653, 3098, 50, 1635, 3424, 3527, 1885, 3418, 1278, 2797, 3204, 2278, 1196, 1968, 562]"
4948,"[858, 923, 1198, 296, 1278, 1221, 908, 541, 3471, 1394]","[1223, 2204, 923, 1673, 1254, 1206, 150, 2160, 2115, 2804, 1093, 1278, 2011, 1198, 954, 3095, 3342, 1935, 1221, 858, 3468, 318, 2857, 2970, 1939, 301, 1228, 1959, 2731, 1303]"
1407,"[1704, 1265, 1358, 1196, 2571, 1198, 260, 1136, 1270, 1673]","[1500, 3260, 3534, 1358, 3949, 1265, 3854, 3897, 3100, 2159, 1183, 337, 2686, 535, 58, 3105, 3429, 1393, 1885]"
2023,"[1270, 1240, 1265, 858, 356, 1089, 541, 2000, 1394, 1307]","[333, 1302, 1089, 1265, 2064, 2371, 2248, 2141, 661, 1228, 239, 858, 3896, 2502, 112, 356, 3439, 2391, 2804, 246, 1270, 1673, 223, 1500, 1095]"
3017,"[296, 1307, 1, 527, 1270, 1198, 1196, 260, 1197, 1704]","[1952, 3510, 1180, 25, 1247, 708, 2359, 301, 3044, 527, 1223, 1208, 1673, 3418, 1455, 3148, 3911, 314, 1307, 39, 1883, 3614, 590, 745, 628, 720, 17, 2248]"
1050,"[296, 593, 2762, 1196, 1198, 260, 1270, 1704, 2028, 1923]","[590, 1876, 1923, 2628, 300, 441, 2762, 593, 2504, 2539, 246, 2699, 3911, 296, 235, 141, 556, 2396, 2028]"
169,"[1198, 1210, 1265, 527, 50, 2797, 2791, 541, 1968, 1222]","[1265, 1961, 3548, 3793, 1198, 2628, 1210, 1517, 1946, 2411, 1193, 3526, 1932, 1527, 2109, 112, 802, 3511, 2797, 2378, 3825, 39, 2791, 1228, 3398, 852, 2302, 954, 494, 3044, 2108, 750, 1272, 3911, 2011, 2463, 3451, 235, 1288, 1673, 2268, 527, 1261, 1103, 1485]"
5955,"[1270, 1240, 1210, 2918, 1265, 296, 1307, 1291, 541, 1079]","[2875, 444, 2194, 60, 247, 1711, 541, 3557, 1028, 1210, 471, 1221, 3159, 610, 2671, 3398, 50, 2532, 1333, 1079, 480, 3053, 168, 35, 1297, 3087, 2115, 1441]"
5539,"[1136, 858, 296, 1079, 1288, 1208, 1278, 1193, 260, 1198]","[2333, 1220, 2912, 1289, 235, 924, 3548, 3783, 1704, 3893, 312, 3067, 3361, 3925, 1939, 2677, 1392, 858, 1069, 3811, 1028, 3163, 3114, 1288, 973, 1067, 556, 3629, 1186, 1254, 1278, 999, 3188, 3083, 1299, 2064, 3747, 3526, 1147, 164, 3129, 1729]"
4980,"[296, 1196, 260, 527, 1265, 2918, 1197, 1270, 1097, 1240]","[3396, 1265, 2194, 1293, 2997, 296, 2418, 3108, 1193, 899, 2145, 25, 1036, 527, 1633, 750]"
4786,"[2571, 589, 1307, 1136, 2918, 2194, 1393, 1358, 1208, 1220]","[1204, 2993, 357, 3108, 2161, 1923, 2571, 3251, 21, 539, 2702, 1711, 589, 265, 1641, 802, 1372, 597, 1953, 3066, 3113, 2424, 1690, 349, 1246, 1307]"
2244,"[1270, 1097, 2571, 1208, 1, 1036, 2762, 924, 1291, 2918]","[1036, 2294, 955, 2384, 2248, 1207, 1270, 1291, 1097, 1205, 3398, 1222, 924, 1288, 3836, 3624, 161, 3543, 1276, 246, 1732, 1939, 2291, 1258, 2948, 2762, 3949, 2797, 3685, 1208, 1204, 1947, 1, 1263]"
4607,"[1196, 318, 1198, 858, 50, 750, 1197, 1270, 1208, 1079]","[1527, 2841, 3793, 431, 162, 2968, 1247, 1678, 3260, 1690, 1704, 556, 1148, 3703, 1834, 923, 750, 320, 1196, 1223, 2121, 39, 2826, 198, 1212, 2291, 50, 3733, 2804, 858, 955, 3911, 2116, 2064, 3108, 337, 2761, 2174, 2797, 2908, 3114, 3006, 1517, 1179, 1208, 1228, 273, 1079, 3358, 1249, 1197]"
1331,"[296, 260, 1198, 1221, 750, 1208, 1196, 50, 1136, 1207]","[2390, 1221, 920, 3147, 2762, 2501, 2973, 3929, 2583, 1207, 300, 3408, 902, 337, 3189, 2692, 1250, 2852]"
1097,"[1198, 2571, 318, 260, 1270, 589, 296, 2762, 1210, 1610]","[3785, 1198, 3253, 3052, 292, 3510, 1293, 1291, 3793, 2194, 2861, 3536, 318, 3316, 1485, 543, 161]"
949,"[1240, 1210, 1270, 1291, 1197, 1387, 1136, 2194, 593, 1265]","[1291, 3197, 3153, 1387, 1591, 112, 1261, 3926, 357, 3519, 1210, 3927, 2046, 2657, 368, 3032, 3639, 1303, 2287, 1953, 1573, 2993, 2012, 1270, 1221, 1262, 3827, 1301, 1254, 1223, 551, 2406, 485, 2009, 648, 3366, 3793, 1240]"
3908,"[296, 593, 318, 1247, 1136, 527, 923, 750, 1208, 1193]","[3556, 307, 541, 1394, 131, 1089, 2966, 3127, 3814, 1859, 2575, 3317, 2291, 296, 1785, 224, 1280, 1116]"
1958,"[1270, 2571, 1197, 1704, 589, 50, 1610, 3448, 1136, 2791]","[2141, 1673, 3147, 2734, 786, 3361, 1270, 1120, 5, 3526, 3105, 1100, 2836, 380, 1466, 3107, 2261, 1678, 282, 2628, 1704, 253, 50, 1089, 2572, 2571, 597, 32, 2340, 648, 2002, 280, 1028, 539, 3249, 3408, 639, 2146, 3712, 3111]"
1658,"[260, 1198, 1136, 1270, 593, 1265, 50, 750, 589, 2997]","[3527, 3535, 2282, 1136, 1147, 260, 1250, 2005, 1270, 750, 1405, 3793, 1391, 3426, 1148, 1230, 2702, 1722, 1649, 42, 1610, 778, 1265, 1356, 902, 3424]"
5432,"[1247, 750, 1952, 908, 1221, 3363, 260, 296, 1228, 1278]","[1263, 2791, 899, 3537, 1237, 1247, 1204, 969, 2028, 2847, 2194, 920, 1299, 3148, 2951, 3361, 1834, 3730, 2583, 750, 2988, 3671]"
114,"[1196, 1270, 2080, 1198, 1197, 1, 1136, 2797, 1210, 1278]","[661, 2686, 2997, 2089, 899, 2138, 3095, 2080, 2033, 13, 1012]"
702,"[1198, 260, 1270, 858, 2918, 1278, 593, 296, 1394, 1240]","[1944, 1276, 3098, 3501, 1673, 1090, 3366, 1188, 858, 3175, 2683, 1226, 1262, 2944, 3317, 3608, 235, 3417, 1208, 2287, 3468, 3334, 3643, 1250, 1641, 543, 3836, 3406, 615, 1184, 3095]"
4114,"[1387, 296, 1270, 2028, 318, 3471, 1097, 2194, 527, 2000]","[1023, 3471, 1387, 1262, 3740, 2000, 1732, 2028, 1288, 296]"
1699,"[858, 1198, 1208, 1196, 1288, 908, 1197, 1304, 1193, 527]","[714, 3398, 1963, 3422, 3811, 2108, 908, 3421, 648, 2076, 3897, 1663, 858, 2132, 1217, 2897, 39, 3911, 1288, 1694, 1183, 2959, 926, 2692, 3819, 3910, 3108, 3072, 1250, 1089, 3468, 2908, 3949, 224, 2874, 3347, 1944]"
2562,"[1198, 1240, 589, 1270, 1036, 480, 1291, 1197, 1097, 2762]","[2278, 589, 1270, 1097, 1033, 2033, 527, 1876, 3213, 1918, 50, 2804, 2054, 172, 316]"
4337,"[1196, 1198, 296, 1387, 1270, 1036, 2028, 1208, 1097, 2918]","[3196, 3785, 1079, 1980, 891, 799, 1262, 2028, 1198, 2710, 1208, 1610, 1394, 1130, 1276, 1301, 1193, 1387, 1196, 2793, 3017, 2513, 2194, 924, 1215]"
5446,"[858, 908, 1230, 1952, 1208, 1221, 924, 260, 1304, 1945]","[1221, 1250, 1262, 246, 2948, 2357, 1206, 1953, 1094, 3543, 260, 3359, 1175, 1952, 908, 1198, 1, 1231, 858, 1964]"
1064,"[318, 593, 260, 2028, 2762, 2571, 1270, 527, 2918, 1036]","[2374, 2237, 2959, 260, 1393, 1466, 3623, 318, 150, 1653, 2353]"
4286,"[260, 1136, 1198, 1208, 1221, 1278, 923, 296, 1387, 3471]","[950, 2001, 3608, 1387, 1254, 1276, 1028, 1197, 1, 1204, 1997, 3833, 3196, 1953, 1136, 1235, 3754, 922]"
922,"[1196, 260, 318, 296, 2571, 2028, 858, 1197, 1097, 1210]","[1097, 2791, 3624, 356, 3363, 3256, 1372, 923, 3788, 480, 3629, 11, 2692, 10, 1208, 3949, 3006, 1211, 2028, 1293, 858, 1183, 3751, 628, 3556, 1228, 1302, 1333, 3318, 3033, 1918, 1258]"
5629,"[1198, 1136, 1208, 593, 1247, 1240, 527, 318, 50, 1270]","[3788, 3114, 3424, 32, 1198, 2859, 1230, 2028, 1272, 1237, 1247, 1220, 1079, 495, 1304]"
1880,"[1197, 589, 2000, 1394, 2762, 2194, 1079, 2396, 1090, 590]","[1090, 1272, 1960, 3114, 2150, 3814, 2297, 3751, 2989, 2000, 3255, 2710, 589, 1376, 2942, 1997, 1730, 590, 2344, 2470, 1289, 344, 3240, 1079, 1963, 1204, 150, 1197, 2947, 1162, 2951, 3159, 1148, 3362, 349, 3704, 2287, 1223, 1704, 3703, 1293, 1250, 3740, 1161, 3091, 2054, 3507, 3769, 1370, 25, 1500]"
1988,"[593, 1136, 260, 1198, 1196, 750, 1270, 1208, 1097, 1394]","[1161, 1449, 2357, 3097, 1171, 2997, 1175, 1228, 515, 1281, 3396, 3253, 265, 3135, 3044, 1635, 2132, 2194, 3446, 235, 306, 3006, 539, 1883, 593, 1089, 348, 1961, 922, 1090, 1097, 3755, 1132, 39, 3507, 1096, 750, 509, 1103, 926]"
5880,"[260, 1198, 1197, 1240, 318, 2918, 1394, 1097, 2762, 1079]","[2857, 2770, 720, 551, 3052, 2918, 3081, 2396, 21, 2826, 2395, 1285, 1589, 380, 2572, 899, 2012, 714, 1223, 3044, 1089, 1197, 1914, 2231, 1777, 1394, 2268, 3093, 1963, 3361, 260, 2294]"
1514,"[260, 2571, 593, 1240, 1197, 750, 589, 1270, 1210, 2028]","[1197, 2571, 29, 3173, 3317, 593, 1235, 3718, 1394, 1265, 589, 3747, 1276, 1217, 1573]"
3585,"[1247, 858, 318, 1307, 593, 1198, 1193, 260, 3471, 908]","[2352, 991, 3654, 2070, 708, 936, 1172, 357, 590, 908, 1043, 58, 3095, 1211, 308, 902, 2739, 899, 271, 90, 1103, 83, 1680]"
2544,"[1198, 1196, 527, 541, 1394, 3363, 1952, 1206, 2396, 2797]","[3424, 1952, 2724, 1276, 1747, 2657, 3727, 1272, 1719, 446, 714, 1961, 2248, 3735, 2997, 150, 914, 2359, 3917, 1212, 2186, 3347, 1585, 799, 1198, 1394, 2076, 2355, 1303, 3613, 1238, 2132, 1935, 3158, 3789, 3685, 1132, 2511, 2677, 1080, 2396, 861, 898, 1231, 3467, 1206, 3196, 1131, 2000, 1258, 2406, 1179, 1694]"
5102,"[1196, 318, 1197, 1097, 1265, 1136, 1307, 2797, 1704, 1220]","[1961, 1196, 3623, 25, 1293, 1097, 1704, 2145, 1135, 2797, 1923, 1249, 2011, 551, 2001, 2739, 2476, 3360, 2144]"
673,"[296, 593, 923, 318, 750, 858, 50, 527, 1673, 2997]","[1176, 778, 3289, 2575, 1041, 2725, 1914, 3260, 35, 3471, 1611, 3854, 1596, 529, 781, 750, 621, 300, 1235, 331, 3569, 247]"
1051,"[1198, 1197, 318, 593, 296, 589, 2000, 480, 2194, 590]","[2746, 2355, 2841, 3258, 2761, 1179, 2058, 2391, 223, 3526, 3358, 252, 2109, 1120, 112, 3510, 2804, 3913, 368, 1290, 380, 590, 1198, 318, 141, 296, 2077, 1299, 3893, 539, 3507, 3270, 1033, 1527, 3363, 593, 466, 3450, 700, 3107, 1544, 1333, 2359, 988, 1449, 1610, 2406, 2997, 62, 1370, 3911, 2502, 3512, 1278, 1197, 1485, 589, 2054, 2115, 648, 2160, 524, 3392, 316, 1247, 337, 3210, 230, 3052, 858]"
5233,"[260, 858, 2571, 1270, 1240, 2396, 1, 1097, 2918, 1193]","[923, 1635, 3822, 668, 1210, 1680, 858, 2761, 745, 3730, 1193]"
34,"[1265, 1197, 2797, 1, 1198, 1196, 593, 260, 296, 2762]","[1028, 2144, 2792, 2581, 2424, 3868, 2000, 1196, 2791, 1, 1207, 1100, 1197, 2671]"
1983,"[1240, 1036, 1210, 1291, 1197, 1136, 1, 1220, 858, 2918]","[153, 434, 3639, 1380, 2001, 2722, 2355, 1222, 2240, 2476, 1221, 2046, 1291, 3544, 539, 2435, 2912, 3358, 471, 1036, 518, 2431, 10, 1953, 1262, 2160, 1210, 1136, 2826, 1876, 2376, 1, 494, 1220, 507, 3362, 1179, 11, 3635, 3421, 858, 417, 1240, 2393, 2406, 514, 3506, 344, 3701, 198, 3763, 3274, 2011, 2641]"
1279,"[296, 593, 527, 1196, 50, 1307, 1265, 1097, 1358, 1270]","[1262, 2725, 3521, 232, 3385, 2801, 2610, 1307, 2442, 3819, 49, 1196, 1653, 1356, 2600, 2390, 1210, 778]"
5423,"[858, 260, 1198, 1196, 50, 1208, 1136, 2028, 1097, 1247]","[3467, 260, 3730, 898, 50, 3552, 1081, 858, 1299, 1206, 3654, 750]"
2258,"[1196, 260, 1270, 1136, 1, 1240, 1097, 2918, 1265, 2797]","[260, 1588, 3536, 1380, 1639, 3466, 1304, 1196, 3114, 3629, 3549, 342, 2693, 532, 1960, 471, 2739, 2046, 2384, 2746, 1441, 118, 1, 357, 3897, 1023, 2080]"
4482,"[1198, 318, 593, 1270, 2918, 1265, 1079, 1240, 1394, 2571]","[593, 969, 2083, 2132, 1285, 3255, 3549, 1513, 1193, 1649, 1240, 2948, 1354, 1449, 318, 1198, 2750, 508, 475, 1305, 1270, 2180, 2502, 2108, 3498, 3671, 950, 1946, 1772, 1291, 3916, 380, 381, 3334, 2001, 3591, 246, 921, 2250, 2788, 1968, 32, 3422, 1228, 203, 3682, 2532, 1286, 3445, 2883, 1717, 1235, 1094, 1938, 354, 954, 2433, 3363, 1914, 2144, 2463, 1246, 2015, 337, 926, 1503, 908]"
