user_id,groundtruth,top10_recommendations
1241,"[1157, 902, 1415, 1413, 904, 1030, 523, 525, 399, 1169, 1427, 1300, 788, 407, 24, 792, 2333, 2207, 36, 166, 167, 1322, 44, 2221, 1972, 1080, 440, 572, 573, 830, 191, 1728, 1729, 577, 196, 1350, 1609, 587, 76, 1100, 1614, 1103, 466, 726, 728, 217, 989, 222, 1633, 610, 1251, 2406, 360, 1131, 493, 1902, 624, 113, 882, 2419, 372, 1784, 1017, 1660, 1917]","[1575, 1907, 1012, 632, 976, 986, 1999, 1773, 1347, 579]"
1242,"[780, 1810, 1684, 1531, 1177, 797, 798, 670, 2339, 165, 2087, 171, 572, 1347, 1999, 721, 722, 2259, 87, 1498, 1756, 220, 2020, 2150, 232, 123, 748, 2419, 1012, 762, 2299, 2045, 2303]","[189, 1810, 206, 31, 382, 780, 1687, 341, 857, 495]"
1243,"[6, 7, 778, 2314, 661, 1174, 280, 794, 541, 672, 2339, 806, 1451, 171, 1327, 2227, 1205, 572, 829, 828, 1347, 842, 843, 1868, 975, 721, 341, 1624, 987, 225, 2401, 739, 1252, 101, 744, 1129, 2026, 749, 111, 2418, 755, 1010, 245, 2165, 760, 507, 2303]","[1447, 830, 189, 1010, 495, 31, 1030, 1817, 1339, 382]"
1245,"[1537, 132, 773, 2184, 2312, 776, 780, 1296, 1297, 22, 663, 1304, 1691, 667, 797, 2339, 1828, 1317, 165, 2087, 1575, 426, 1068, 1327, 1205, 1723, 1989, 838, 1735, 206, 335, 850, 1237, 1886, 1760, 226, 1251, 739, 742, 2026, 1515, 752, 1906, 244, 504, 639]","[780, 2339, 165, 1554, 739, 748, 740, 309, 206, 627]"
1251,"[768, 1257, 2155, 2349, 2223, 2386, 2035, 1173, 342, 799]","[760, 768, 1347, 737, 577, 567, 478, 572, 1451, 657]"
1253,"[1347, 168, 1068, 1773, 878, 722, 1844, 1397, 1301, 506, 987, 573, 1407]","[1907, 856, 1451, 1621, 667, 383, 989, 232, 341, 382]"
1254,"[2112, 577, 2339, 227, 1574, 7, 2312, 139, 331, 206, 240, 721, 336, 2419, 1625, 26, 382, 1183]","[218, 232, 383, 667, 191, 2409, 856, 989, 189, 1451]"
1259,"[2048, 769, 1669, 7, 2184, 657, 1530, 661, 1174, 789, 1944, 1177, 794, 1176, 1304, 1179, 1696, 165, 2220, 1327, 1202, 1971, 64, 1738, 458, 975, 1361, 594, 1016, 986, 987, 2009, 2270, 1758, 1760, 1502, 739, 1252, 745, 2287, 113, 1778, 753, 627, 1910, 1655, 1656, 1274, 1276]","[765, 165, 670, 755, 379, 382, 341, 740, 627, 737]"
1260,"[2432, 1249, 578, 1511, 1584, 1554, 54, 2008, 1624, 1849, 379]","[1784, 1924, 1636, 1156, 2334, 1638, 2151, 1571, 2152, 359]"
1261,"[2185, 746, 777, 1004, 1388, 1225, 495, 17, 2419, 857, 380, 830]","[830, 206, 31, 189, 541, 382, 627, 765, 1447, 1208]"
1262,"[1696, 738, 803, 356, 2149, 1925, 1866, 1068, 1871, 1555, 1055, 1215]","[1885, 245, 780, 1696, 165, 1926, 1810, 1584, 1848, 857]"
1263,"[2049, 770, 1668, 774, 7, 1416, 777, 1808, 1299, 1300, 661, 1301, 1941, 1944, 665, 1178, 1659, 1818, 157, 2339, 1573, 1317, 1447, 809, 427, 1456, 695, 1854, 830, 1220, 197, 1609, 1101, 206, 1361, 341, 726, 857, 217, 91, 349, 1502, 989, 1380, 357, 742, 232, 744, 2285, 750, 1776, 1394, 2164, 2299, 2302, 2047]","[206, 830, 1010, 670, 541, 737, 780, 382, 341, 572]"
1264,"[1416, 776, 2442, 1931, 1554, 19, 670, 165, 302, 1865, 2128, 339, 85, 349, 1760, 737, 996, 1131, 2419]","[139, 1784, 1030, 218, 1402, 1451, 830, 382, 2312, 1450]"
1265,"[773, 1415, 1288, 2444, 1420, 2062, 1809, 1169, 1171, 662, 1049, 26, 1179, 2333, 416, 1696, 1317, 2215, 1451, 1580, 2223, 49, 1081, 191, 576, 1474, 1861, 2118, 837, 327, 1609, 1481, 587, 1868, 2002, 341, 1879, 1112, 986, 1499, 91, 218, 1883, 2144, 737, 739, 1123, 1512, 1259, 1263, 240, 1906, 626, 2291, 759, 633, 251]","[218, 495, 787, 1451, 884, 989, 1868, 1810, 341, 667]"
1266,"[1600, 2370, 583, 712, 744, 777, 1225, 746, 754, 1171, 662, 758, 1530, 379]","[760, 2049, 759, 577, 541, 737, 768, 2124, 1827, 1173]"
1267,"[139, 2319, 784, 17, 1174, 1942, 155, 2336, 1202, 1331, 309, 1344, 1347, 1221, 1862, 1864, 2393, 2271, 1760, 1766, 2026, 753, 1522, 1012]","[478, 541, 737, 577, 2049, 768, 765, 670, 572, 776]"
1270,"[7, 2312, 1419, 1691, 29, 1055, 1183, 806, 426, 941, 1326, 66, 454, 1614, 91, 1889, 739, 1383, 2151, 618, 624, 884, 2042, 1661]","[780, 2312, 739, 1810, 778, 165, 705, 768, 1889, 474]"
1271,"[225, 738, 1668, 1225, 778, 780, 2076, 751, 1555, 1276, 2259, 854, 1879, 1817, 924, 1277, 478]","[1451, 206, 780, 830, 165, 856, 382, 341, 778, 26]"
1272,"[2050, 382, 1926, 903, 1415, 265, 1421, 1935, 1938, 663, 302, 690, 1459, 566, 569, 1978, 830, 575, 721, 722, 723, 2259, 850, 218, 733, 349, 1259, 2284, 1776, 752, 1650, 1910, 759, 1150, 1919]","[2270, 572, 1827, 986, 576, 2017, 1795, 579, 1861, 189]"
1273,"[0, 771, 1411, 1926, 2183, 522, 2319, 16, 785, 1041, 1172, 22, 1563, 1833, 171, 1454, 430, 1459, 572, 1727, 319, 1855, 2114, 1219, 1861, 583, 1872, 1876, 1621, 478, 2270, 1887, 738, 2403, 1253, 742, 1768, 2409, 750, 1647, 753, 627, 756, 758, 376, 2299, 765]","[787, 760, 632, 768, 145, 1170, 12, 576, 574, 566]"
1275,"[0, 2370, 1251, 2178, 2184, 1004, 1972, 1687, 2298, 575]","[478, 760, 737, 657, 768, 1810, 577, 189, 572, 1251]"
1278,"[738, 1571, 996, 806, 1446, 776, 1576, 1481, 748, 1646, 495, 2161, 145, 2066, 2356, 30, 829, 1694]","[830, 218, 206, 382, 1817, 495, 341, 667, 976, 189]"
1280,"[195, 2409, 331, 206, 145, 2418, 1817, 344, 217, 732, 2333, 830]","[495, 1810, 218, 206, 189, 2312, 2017, 1817, 191, 1010]"
1283,"[1537, 1154, 7, 16, 1810, 662, 26, 667, 36, 1957, 2087, 1320, 1451, 1974, 2234, 189, 1091, 975, 1361, 341, 726, 728, 1497, 1372, 1886, 1635, 1002, 1009, 241, 1012, 1016, 382]","[1885, 990, 1137, 830, 1447, 1154, 172, 968, 1738, 218]"
1284,"[1537, 17, 1021, 26, 44, 2096, 2097, 2112, 1601, 594, 1109, 1631, 1642, 1649, 1158, 135, 146, 1684, 1172, 1175, 1687, 667, 2207, 2221, 688, 176, 2227, 183, 2237, 705, 1221, 1733, 2247, 206, 2266, 2268, 1758, 737, 1252, 742, 232, 749, 241, 1778, 754, 1789, 1790, 2304, 1793, 1792, 775, 2314, 2317, 1805, 1300, 789, 791, 792, 793, 1304, 795, 1310, 801, 1826, 1827, 804, 1319, 1321, 309, 829, 1345, 2370, 1859, 1347, 1349, 841, 1868, 1871, 1874, 341, 344, 347, 1885, 1379, 1898, 364, 1389, 1403, 382, 2431, 904, 1416, 1939, 1442, 1986, 968, 1490, 2008, 474, 989, 478, 1502, 1507, 498, 2045, 2046]","[2049, 670, 206, 2093, 478, 165, 31, 1347, 1205, 2125]"
1287,"[1317, 1669, 2087, 745, 1482, 777, 12, 1175, 922, 667]","[478, 760, 737, 206, 341, 382, 768, 1817, 739, 2312]"
1289,"[2112, 2178, 356, 2149, 1669, 168, 1451, 1177, 666, 2299]","[780, 165, 379, 1451, 1554, 206, 2339, 670, 740, 739]"
1290,"[781, 657, 1170, 662, 1175, 670, 165, 167, 823, 828, 324, 1093, 845, 976, 2259, 347, 94, 2017, 1257, 746, 495, 2046]","[657, 1347, 857, 2090, 1861, 2093, 791, 1277, 1687, 786]"
1293,"[1795, 140, 1938, 789, 407, 26, 1180, 1570, 1581, 302, 2356, 571, 1854, 1855, 1731, 466, 2392, 1379, 356, 2409, 1129, 364, 1278]","[26, 768, 667, 989, 1696, 657, 579, 1276, 789, 218]"
1296,"[0, 898, 2307, 1040, 786, 22, 1174, 26, 285, 1309, 286, 165, 1574, 171, 1715, 309, 1973, 316, 578, 474, 1374, 478, 608, 992, 2409, 878, 750, 1647, 2419, 887, 2171, 380, 1789, 2431]","[2406, 1784, 1636, 2314, 495, 189, 2442, 1450, 1810, 206]"
1297,"[132, 5, 1797, 10, 780, 2067, 148, 1173, 1171, 1531, 1432, 278, 793, 1179, 924, 1172, 1695, 36, 938, 683, 1450, 941, 173, 1327, 54, 189, 830, 1345, 578, 1346, 1866, 844, 2125, 1361, 851, 854, 2135, 985, 1629, 478, 1248, 1504, 1380, 1124, 231, 744, 364, 1777, 759, 378, 1659, 380, 2046, 1023]","[1932, 1004, 857, 780, 806, 1451, 165, 231, 1696, 740]"
1298,"[0, 1280, 1158, 1554, 788, 542, 1701, 2227, 1591, 1209, 1219, 1225, 1866, 2125, 850, 343, 1239, 474, 1259, 753, 1534, 895]","[379, 765, 165, 1554, 740, 206, 738, 2339, 1810, 1687]"
1300,"[2017, 770, 737, 356, 1669, 1380, 2087, 1924, 745, 1866, 327, 2095, 722, 1971, 2164, 730, 2045, 31]","[780, 165, 670, 206, 1451, 189, 382, 739, 31, 478]"
1302,"[768, 1030, 777, 785, 17, 277, 791, 663, 1690, 1310, 165, 944, 688, 1842, 2356, 2234, 1344, 706, 1101, 206, 2125, 850, 344, 2144, 992, 2017, 1251, 231, 2285, 751, 1776, 1653, 758, 380, 2431]","[183, 206, 22, 68, 478, 165, 1600, 780, 1225, 1317]"
1305,"[771, 2312, 1417, 778, 139, 10, 1040, 1810, 1427, 276, 1046, 1687, 1049, 1691, 1055, 1317, 422, 806, 427, 2171, 2092, 1327, 688, 309, 567, 1978, 1214, 191, 832, 576, 1091, 1219, 837, 454, 1735, 964, 1225, 464, 1617, 594, 2389, 218, 1370, 1756, 220, 1889, 738, 1251, 742, 1642, 1389, 759, 121, 379, 1916, 1789, 2431]","[495, 2171, 1010, 2312, 1225, 2017, 1584, 189, 379, 2314]"
1310,"[2144, 1216, 578, 1225, 938, 780, 754, 1171, 341, 1499]","[357, 639, 2237, 2185, 1417, 318, 1205, 1124, 1885, 837]"
1316,"[1669, 1926, 7, 10, 1419, 1166, 1296, 657, 1427, 276, 789, 2074, 26, 795, 1182, 1310, 31, 1183, 799, 1571, 1447, 168, 1835, 686, 1584, 690, 1459, 1205, 823, 1347, 1862, 583, 2259, 85, 1879, 856, 474, 733, 737, 740, 2149, 101, 232, 744, 1129, 2409, 1389, 878, 751, 1777, 241, 1779, 1012, 884, 760, 1023]","[856, 780, 218, 232, 740, 2166, 1205, 326, 1211, 1584]"
1319,"[1280, 1696, 740, 165, 2314, 123, 1327, 753, 754, 850, 2227, 309, 627, 183, 662, 2235, 541, 31]","[765, 627, 1205, 1776, 541, 379, 850, 165, 309, 777]"
1320,"[2048, 1215, 1252, 1349, 38, 780, 2093, 1493, 663, 1945, 575]","[657, 780, 1451, 1696, 768, 760, 382, 1347, 2048, 1810]"
1321,"[0, 2178, 776, 1935, 659, 1178, 2074, 794, 26, 1696, 674, 806, 2090, 1451, 686, 1969, 1458, 1206, 695, 316, 574, 2114, 582, 2125, 1874, 1875, 1496, 1499, 2268, 349, 989, 225, 2148, 2157, 624, 625, 757]","[776, 784, 1776, 2049, 768, 578, 2125, 1174, 1861, 541]"
1322,"[577, 232, 1873, 594, 566, 1014, 760, 1178, 763, 765, 2271]","[1827, 760, 495, 189, 737, 2093, 1810, 986, 218, 31]"
1324,"[770, 774, 394, 139, 780, 788, 2074, 794, 541, 1446, 806, 2093, 1327, 566, 568, 570, 189, 1728, 578, 586, 975, 2262, 857, 349, 738, 739, 756, 382]","[478, 780, 768, 1810, 1451, 739, 541, 165, 738, 2312]"
1327,"[226, 740, 2248, 2057, 1225, 2281, 1774, 1327, 1654, 1975]","[2165, 309, 627, 794, 938, 850, 226, 1554, 1211, 776]"
1328,"[0, 1554, 1049, 1561, 31, 418, 1068, 686, 1327, 1974, 1719, 1209, 954, 189, 1216, 577, 1225, 1744, 863, 1636, 2023, 2409, 495, 627, 1016]","[780, 231, 1696, 670, 26, 1554, 1848, 1157, 1215, 806]"
1330,"[2433, 2082, 1795, 770, 1669, 1446, 745, 1515, 1934, 1727, 1906, 754, 1624, 569, 218, 1563, 574, 191]","[760, 768, 206, 189, 780, 478, 1861, 739, 567, 761]"
1332,"[769, 770, 2307, 771, 1416, 139, 782, 16, 1169, 1939, 1046, 1687, 663, 1049, 154, 31, 2339, 1447, 302, 1327, 686, 433, 1205, 2235, 316, 574, 704, 2303, 837, 1735, 1610, 2130, 987, 2270, 738, 359, 1911, 2431]","[541, 2284, 765, 738, 670, 2093, 657, 2270, 780, 755]"
1334,"[576, 0, 2272, 1091, 1349, 1178, 744, 2442, 1451, 755, 762, 2431]","[1446, 1173, 1827, 1810, 1818, 111, 1451, 189, 1310, 1251]"
1337,"[738, 1538, 1412, 359, 167, 2185, 336, 850, 627, 1459, 2172, 895]","[1205, 541, 738, 780, 627, 748, 2237, 755, 2125, 309]"
1338,"[769, 321, 771, 837, 6, 2087, 742, 1451, 844, 1137, 657, 1183]","[541, 780, 738, 165, 670, 1776, 765, 740, 341, 382]"
1339,"[0, 2050, 780, 1687, 794, 670, 1055, 1828, 2093, 302, 1456, 341, 1880, 857, 738, 1636, 740, 2284, 2286, 245, 1402]","[541, 780, 670, 774, 165, 738, 1687, 206, 740, 1810]"
1342,"[768, 1272, 1922, 777, 780, 1684, 1173, 1688, 1183, 1442, 674, 803, 806, 1205, 1854, 578, 1731, 1733, 2247, 2389, 1493, 738, 744, 746, 1898, 760, 1789, 2046]","[541, 478, 780, 760, 31, 737, 739, 765, 670, 2312]"
1344,"[1889, 129, 769, 290, 1537, 454, 7, 733, 989, 245, 216, 1980, 1085]","[1137, 1389, 1470, 1972, 2133, 1669, 2151, 383, 856, 139]"
1346,"[2307, 2312, 2185, 778, 1555, 403, 1561, 2339, 2341, 954, 189, 218, 91, 351, 359, 999, 2154, 2156, 756]","[206, 2312, 1907, 1784, 189, 780, 1669, 1225, 739, 667]"
1349,"[1883, 739, 1470, 2312, 778, 1420, 1211, 12, 755, 2419, 342, 218, 1563, 829, 1886]","[1451, 780, 1810, 341, 1669, 189, 739, 670, 379, 31]"
1351,"[705, 2178, 936, 1833, 744, 1422, 2418, 691, 755, 791, 828, 31]","[49, 760, 1256, 2270, 1872, 737, 2299, 432, 1939, 2354]"
1353,"[1152, 0, 644, 2186, 11, 2442, 1554, 789, 1047, 924, 2214, 1450, 1709, 306, 1459, 1077, 1847, 1207, 1465, 1848, 963, 330, 844, 853, 856, 346, 1117, 733, 2399, 107, 751, 2419, 2421, 1014, 2422, 504, 633, 506]","[1402, 359, 1447, 2144, 856, 830, 206, 1055, 403, 1974]"
1355,"[1156, 1669, 136, 779, 1810, 148, 662, 924, 1309, 1311, 1571, 683, 1202, 1210, 1979, 1222, 1618, 1380, 356, 740, 765]","[1523, 160, 1402, 359, 2144, 1636, 1010, 446, 516, 172]"
1357,"[1600, 996, 2284, 975, 2319, 1777, 753, 755, 245, 534, 183, 186, 349, 478]","[837, 1885, 1205, 2165, 1154, 975, 1211, 318, 1370, 938]"
1360,"[1921, 1252, 232, 331, 620, 781, 624, 690, 1907, 850, 691, 1876, 567, 1624, 569, 1176, 220, 733]","[760, 737, 189, 478, 1861, 572, 541, 577, 1451, 382]"
1361,"[738, 1219, 1156, 1926, 2312, 2153, 1610, 2154, 1644, 780, 433, 2418, 2421, 2171, 765, 895]","[2339, 765, 1309, 1367, 775, 1310, 1156, 1668, 317, 1784]"
1366,"[0, 2184, 22, 924, 670, 930, 803, 1715, 1972, 567, 1981, 705, 842, 1499, 478, 351, 1124, 1389, 753, 1394, 1139, 2165, 245, 1655, 380, 765, 383]","[165, 379, 778, 1669, 1584, 670, 139, 1810, 1687, 0]"
1368,"[1926, 774, 780, 785, 658, 1300, 2074, 1178, 31, 1696, 165, 1322, 1459, 1844, 1975, 183, 1731, 837, 839, 841, 850, 1760, 101, 750, 2287, 754, 244, 379, 766]","[780, 765, 379, 670, 1554, 1317, 1810, 165, 206, 1926]"
1379,"[418, 2339, 930, 1669, 1064, 1421, 1326, 943, 688, 16, 1810, 2226, 279, 760, 794, 1916, 93]","[1885, 1124, 499, 1154, 1210, 837, 2339, 638, 954, 930]"
1382,"[0, 1537, 7, 1416, 1288, 1420, 657, 1175, 1305, 26, 667, 1817, 1696, 2082, 806, 2215, 1451, 817, 434, 1331, 1459, 309, 566, 1082, 1980, 572, 828, 1728, 2112, 2114, 579, 706, 1861, 327, 845, 462, 589, 209, 2259, 857, 346, 347, 1626, 729, 2271, 225, 739, 1380, 740, 1252, 2409, 1898, 1131, 748, 1389, 878, 1659, 1277]","[830, 761, 91, 1451, 1179, 1347, 768, 667, 541, 1416]"
1386,"[768, 577, 2050, 1347, 1767, 745, 12, 1168, 1170, 754, 661, 2266, 574]","[12, 768, 574, 1868, 784, 579, 478, 1171, 171, 1451]"
1388,"[7, 1421, 782, 1935, 914, 1175, 670, 165, 38, 2215, 936, 2351, 2097, 1975, 574, 1728, 1361, 1497, 218, 989, 2017, 226, 739, 100, 742, 1255, 231, 2150, 1259, 2285, 1777, 1906, 754, 1270, 506, 382, 767]","[341, 206, 780, 382, 189, 165, 670, 1451, 737, 1447]"
1389,"[2050, 1922, 7, 1927, 1802, 780, 1174, 1304, 1177, 1434, 280, 803, 1447, 168, 2226, 1970, 1205, 695, 1342, 837, 1350, 1867, 205, 206, 1871, 850, 737, 740, 1511, 232, 2422, 246, 760, 506]","[165, 206, 341, 1669, 780, 1225, 740, 837, 738, 91]"
1391,"[1, 737, 1669, 2150, 2248, 1679, 594, 755, 1171, 245, 1691, 382, 767]","[165, 780, 738, 541, 670, 1205, 1776, 748, 784, 627]"
1394,"[7, 13, 662, 534, 157, 31, 930, 165, 43, 1836, 688, 433, 2097, 1592, 830, 1729, 2115, 838, 462, 1358, 474, 987, 349, 738, 739, 2404, 359, 746, 2285, 2286, 1517, 2165, 1274, 123, 2303]","[2339, 379, 139, 775, 1836, 1926, 695, 462, 857, 765]"
1395,"[1669, 2312, 1810, 1687, 797, 285, 1311, 1055, 165, 1624, 989, 349, 739, 356, 741, 2409, 1130, 1259, 2423, 1276]","[139, 1810, 780, 31, 670, 2093, 1687, 541, 379, 495]"
1398,"[2319, 1297, 1042, 1299, 1554, 22, 1691, 31, 1183, 1317, 2090, 695, 1210, 189, 1219, 1225, 850, 2008, 857, 351, 1248, 737, 1251, 231, 379]","[359, 2171, 2389, 991, 1866, 2312, 22, 1225, 1554, 379]"
1403,"[1442, 1795, 1570, 1317, 871, 2312, 744, 2442, 1609, 232, 335, 209, 1687, 26, 1691, 2359]","[2090, 857, 1944, 1696, 1347, 1760, 1277, 1004, 657, 1687]"
1406,"[2442, 778, 914, 1309, 36, 2097, 1978, 830, 2382, 1621, 1879, 344, 856, 218, 728, 1883, 2409, 1131, 2170]","[1784, 495, 2409, 1030, 986, 2339, 1926, 1889, 1669, 1927]"
1408,"[1219, 1030, 774, 744, 759, 1784, 309, 695, 2392, 379, 541, 1790]","[2339, 379, 541, 765, 478, 1784, 670, 739, 1687, 1010]"
1414,"[1889, 165, 327, 2312, 2185, 1451, 2380, 588, 1932, 495, 760, 1906, 627, 755, 567, 2392, 1016, 794]","[780, 670, 165, 765, 379, 1317, 206, 1451, 578, 2125]"
1417,"[1248, 738, 1926, 748, 844, 2125, 1461, 2165, 250, 829, 670]","[1885, 1205, 1417, 954, 226, 1584, 638, 1154, 780, 1370]"
1419,"[774, 1030, 776, 1420, 1296, 785, 22, 1049, 26, 665, 160, 680, 1454, 1206, 704, 341, 2135, 1636, 740, 1380, 2285, 1010, 2165, 765]","[765, 165, 541, 2144, 780, 774, 817, 740, 1205, 189]"
1420,"[1249, 578, 705, 1925, 2406, 1350, 1669, 1030, 394, 364, 113, 1170, 1848, 1016, 987, 189, 191]","[705, 462, 474, 1451, 989, 780, 1687, 1696, 1926, 857]"
1421,"[0, 1926, 904, 663, 1817, 794, 1049, 157, 797, 165, 806, 1447, 941, 686, 943, 578, 2125, 206, 996, 746, 620, 624, 753, 1016]","[165, 765, 1205, 2125, 2165, 1554, 2090, 1317, 1687, 541]"
1422,"[2050, 1795, 1539, 2409, 2026, 1451, 2093, 785, 1810, 2172]","[1810, 189, 495, 1451, 191, 780, 1624, 986, 206, 1817]"
1424,"[1280, 4, 1925, 1287, 1288, 2312, 2443, 1420, 1041, 1298, 407, 2074, 667, 155, 159, 160, 2082, 1322, 1202, 1076, 1847, 1978, 316, 828, 959, 191, 705, 576, 1091, 197, 2431, 1225, 842, 85, 342, 854, 855, 341, 986, 860, 1756, 1123, 996, 486, 1383, 1767, 619, 2413, 1261, 239, 1517, 626, 2419, 1010, 2165, 2421, 1659, 383]","[2312, 1584, 1675, 989, 778, 1068, 466, 2339, 231, 705]"
1425,"[2048, 768, 226, 1350, 2087, 2409, 139, 1327, 1040, 1458, 403, 1875, 1237, 1174, 767, 1944, 31]","[165, 1205, 627, 1972, 206, 830, 738, 1669, 1004, 670]"
1426,"[0, 2, 740, 1669, 168, 1210, 206, 1687, 313, 1434, 987, 189]","[1451, 780, 1810, 1926, 1848, 206, 1972, 26, 739, 1669]"
1429,"[738, 1251, 1669, 1925, 231, 744, 780, 2349, 206, 16, 657, 113, 658, 1810, 662, 1848, 189]","[139, 1810, 495, 189, 1447, 218, 113, 1030, 1010, 1756]"
1433,"[231, 169, 1642, 1418, 268, 335, 1584, 1969, 948, 22, 93]","[1032, 2104, 1885, 639, 1630, 271, 66, 464, 1029, 279]"
1436,"[771, 777, 1801, 2319, 785, 658, 1173, 1174, 1687, 1175, 1944, 31, 2337, 806, 2234, 826, 975, 594, 2263, 731, 2268, 349, 2270, 478, 1763, 740, 495, 379]","[761, 777, 541, 663, 2049, 165, 740, 850, 738, 670]"
1441,"[577, 1668, 744, 2312, 426, 1419, 2286, 145, 1554, 723, 2389, 1237, 2008, 569, 1533, 670]","[2312, 1784, 1621, 2314, 1924, 1810, 2008, 2171, 206, 1451]"
1446,"[1024, 1280, 2306, 1668, 1925, 1157, 775, 1669, 1297, 1170, 791, 1687, 1277, 1690, 2076, 542, 674, 36, 1789, 426, 1836, 176, 433, 309, 2230, 573, 189, 318, 576, 1861, 1349, 342, 2135, 1883, 349, 1889, 2017, 1635, 740, 2149, 231, 999, 1130, 748, 1644, 1390, 2285, 113, 379, 1907, 756, 1402, 2171, 1916, 1021, 895]","[1202, 817, 775, 379, 774, 1208, 160, 765, 121, 2144]"
1447,"[3, 1047, 1049, 26, 29, 541, 31, 38, 2089, 47, 2045, 63, 72, 1618, 85, 2143, 633, 1662, 1156, 1679, 664, 665, 1691, 1179, 155, 670, 674, 170, 183, 1727, 1219, 1733, 204, 1758, 223, 1760, 229, 744, 232, 2284, 2285, 2286, 754, 243, 2292, 759, 1784, 765, 1277, 2303, 1796, 1287, 1288, 2314, 782, 273, 1301, 1817, 795, 293, 1323, 302, 1849, 1349, 1866, 844, 1358, 1871, 2384, 342, 1880, 346, 356, 1395, 378, 382, 895, 1922, 1934, 914, 403, 1941, 1945, 922, 417, 1971, 1462, 1974, 438, 1977, 954, 1476, 453, 964, 975, 976, 1515, 506, 1532, 1533]","[830, 856, 665, 1339, 1738, 1974, 537, 1206, 1055, 1972]"
1448,"[1024, 0, 1922, 1030, 783, 1295, 784, 1179, 31, 1696, 1183, 674, 1833, 1718, 1974, 440, 2230, 578, 206, 463, 976, 1618, 1877, 726, 731, 2268, 737, 1251, 1253, 1383, 744, 620, 2031, 2418, 1012, 1655, 124, 2303]","[777, 737, 31, 2049, 663, 577, 761, 830, 798, 206]"
1450,"[0, 2307, 1669, 1285, 383, 2439, 778, 2186, 1420, 893, 12, 2319, 1296, 1911, 1555, 2324, 1941, 663, 1176, 26, 154, 1436, 668, 924, 418, 674, 294, 1448, 1709, 2093, 1454, 1837, 177, 1331, 1972, 573, 578, 1225, 841, 2124, 850, 1877, 854, 342, 1498, 1499, 220, 605, 1758, 1886, 347, 1889, 986, 2012, 484, 1257, 746, 2286, 1395, 1653, 1271, 1016, 1914, 1789, 767]","[2090, 1004, 541, 1760, 1499, 2184, 1208, 746, 755, 850]"
1456,"[644, 767, 276, 1175, 1817, 667, 31, 2082, 36, 1339, 829, 830, 2112, 1347, 1361, 1883, 739, 1380, 232, 1129, 754, 2419, 1277, 2047]","[1347, 830, 218, 189, 989, 667, 768, 657, 780, 1179]"
1463,"[738, 2370, 739, 1317, 418, 231, 186, 1225, 1584, 594, 341, 1274, 349]","[1205, 1554, 780, 738, 670, 1776, 541, 1584, 206, 794]"
1464,"[2051, 383, 776, 1929, 1417, 1292, 781, 1656, 1935, 1808, 1942, 1816, 1817, 669, 1310, 1695, 2336, 2337, 930, 674, 2090, 1456, 1331, 567, 2233, 2238, 1855, 1728, 1220, 326, 845, 1361, 213, 2262, 2268, 2272, 1762, 615, 744, 746, 1388, 2157, 753, 1777, 2166, 1272, 1915, 1407]","[2144, 2049, 1530, 1856, 776, 574, 777, 774, 1174, 1778]"
1465,"[1248, 1280, 359, 1417, 1225, 43, 829, 627, 1972, 245, 1462, 695, 1848, 954, 2171, 2237, 830]","[1205, 165, 780, 379, 765, 1584, 245, 627, 2165, 1885]"
1469,"[1538, 1539, 2439, 2442, 2444, 1933, 2317, 1023, 801, 162, 165, 168, 2349, 433, 2226, 2227, 309, 1207, 2108, 574, 63, 704, 1096, 1608, 1227, 2133, 2390, 854, 2391, 857, 222, 738, 740, 2151, 2152, 2281, 1388, 1777, 379, 639]","[1885, 499, 2222, 226, 1211, 975, 1207, 1561, 1154, 627]"
1471,"[1856, 577, 739, 1124, 1828, 2115, 1317, 356, 1867, 2348, 754, 850, 2227, 2262, 663, 1983]","[765, 1205, 379, 165, 748, 2125, 850, 688, 837, 780]"
1473,"[640, 738, 1380, 165, 1478, 1131, 748, 139, 1296, 1585, 1810, 1907, 1717, 478]","[2419, 986, 1868, 2017, 1810, 976, 154, 1450, 1756, 189]"
1480,"[0, 992, 1978, 739, 154, 1297, 728, 954, 189, 574]","[1451, 231, 778, 26, 206, 856, 165, 806, 989, 845]"
1482,"[738, 418, 1317, 2026, 1326, 206, 16, 2226, 1459, 189, 794, 763, 349]","[1885, 165, 379, 780, 837, 765, 670, 245, 1584, 309]"
1483,"[770, 1925, 1926, 2312, 1675, 663, 668, 924, 418, 683, 1339, 704, 462, 1370, 474, 2270, 225, 1380, 486, 359, 495, 754, 380, 382]","[1030, 683, 495, 1447, 1402, 382, 1055, 206, 160, 1883]"
1488,"[737, 1380, 327, 745, 749, 750, 594, 662, 791, 568, 799]","[1810, 572, 780, 670, 478, 1600, 1687, 189, 657, 541]"
1489,"[1280, 2306, 1806, 1808, 1174, 541, 803, 1577, 299, 688, 1459, 1975, 2363, 2237, 2370, 1862, 1222, 594, 1885, 357, 754, 379, 380]","[1885, 777, 1154, 541, 357, 639, 688, 776, 1774, 2125]"
1490,"[0, 2017, 1889, 344, 1030, 1624, 985, 760, 755, 148, 309, 1046, 884, 568, 857, 986, 1756]","[191, 830, 1030, 1451, 495, 1907, 1447, 667, 1756, 1091]"
1495,"[774, 19, 1049, 924, 1826, 2215, 1972, 695, 183, 2374, 2259, 1491, 349, 1889, 356, 744, 753, 504, 1530]","[1584, 780, 2339, 165, 670, 748, 1310, 738, 817, 1836]"
